V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Class
2.081903244	-1.036780413	-0.237141024	-0.839649749	-1.265082828	-0.474632223	-1.137684168	-0.04401993	-0.176118352	0.873268851	1.095296202	0.777315308	1.210860591	-0.58174356	-0.566149009	1.340445705	-0.186592029	-0.602316752	0.573504676	0.072501905	0.539549086	1.661331727	0.042869932	0.165589707	-0.10486073	0.008521947	0.019951582	-0.051755887	0
2.136021278	-0.03504476	-2.500540077	-0.295227102	0.943114151	-0.753207173	0.569814075	-0.27398064	0.153265467	0.217224595	0.287026008	0.067009895	-1.235850038	1.195290074	-0.108476908	-0.180697718	-0.689543551	0.334921741	0.652370223	-0.250466085	0.140979485	0.418046426	-0.086580916	0.116979544	0.471016662	0.229733406	-0.104093448	-0.090211524	0
-2.74098362	-2.586374135	-5.803082832	-0.812563052	-10.95478707	6.380772775	13.99222673	-2.435899986	-2.882008755	-2.001286988	-1.846647142	-1.764664234	0.809963617	0.366533349	-0.307540229	-0.819578672	-0.675325032	1.504109811	-0.68515117	0.071390954	-0.236493319	0.416871966	1.669461175	-0.860927732	1.01184042	1.058176037	0.774090434	-0.898281077	0
0.002782782	0.875577657	-0.343321008	-0.652048147	0.674958646	-0.326677743	1.450750636	-0.29210271	-0.134892566	-0.414319025	1.239879531	0.515910972	-0.068668858	-1.07171671	-0.90339308	0.428145354	0.036029245	0.209109181	0.008061144	0.102635229	-0.319742002	-0.666853251	0.134620399	0.663166719	-0.490414427	0.046694387	-0.04556203	-0.170973672	0
-0.597437878	-0.718164421	0.758649394	1.39609936	1.621890854	-1.469442706	0.087708229	-0.631300276	0.046544356	0.885839503	-0.616710782	-0.473953906	-0.44118584	0.096401024	1.416682547	-1.373494207	0.497073536	-0.345471807	2.895512083	0.313529546	-0.23729275	-0.278978742	0.103138603	0.083335092	-1.302439611	0.459739394	-0.237902833	-0.089203787	0
-2.135331919	-1.599336175	-0.171468149	-1.494635161	-0.855437673	-0.625641096	0.683786668	0.004121978	-0.907004517	-0.787083042	1.09798201	-0.537492654	-0.276457075	-1.844324343	-0.939674437	2.261836097	0.901640715	0.190707456	-0.218935541	0.007885129	0.348587767	0.909311052	-0.457942565	0.03084896	-0.404066269	-0.294603455	0.135148464	-0.560824997	0
0.305575436	0.487055366	0.182168587	0.247262957	-0.536260472	0.75419447	-1.292797478	-2.067427878	0.738884383	0.272776258	0.518613451	0.056681503	-1.963043564	0.713447959	0.271407945	0.356573112	-0.233140473	0.497223274	0.692026878	-0.656474489	2.195709884	-1.077490701	0.504582784	0.617251057	-0.900977449	0.016174342	0.398760809	0.378947566	0
1.95667368	-0.12188067	-1.047404916	0.417170455	-0.106156169	-0.943972296	0.107581158	-0.261856426	0.054222373	0.324664848	1.229448473	1.350337944	0.8211586	0.427247266	-0.108348648	0.266680578	-0.812775156	0.132201625	-0.081794744	-0.098411445	0.226359085	0.702703181	0.075122727	0.143394014	-0.043960089	0.354449649	-0.062569899	-0.063093786	0
1.940442599	-0.24796005	-0.246568747	0.471247797	-0.612803604	-0.717085235	-0.313444668	-0.186234826	1.040089915	-0.218904921	-0.535298196	1.363879174	1.657732315	-0.341059183	0.481847129	0.118707452	-0.627177337	-0.385785562	-0.097067147	-0.081729325	-0.147731766	-0.24675517	0.335021523	0.045504075	-0.385272325	-0.632470032	0.04110604	-0.02322141	0
2.038168176	-0.004191429	-1.87355845	0.229602248	0.564826081	-0.356510895	0.024138615	-0.013994796	0.402420523	-0.185838903	0.628166116	0.206815907	-0.897098648	-0.480201873	-0.362265201	0.66994459	0.138231371	0.43042712	0.489401768	-0.171843497	-0.342585991	-0.985460788	0.28230971	0.074313418	-0.273069261	0.179933295	-0.075166967	-0.044717736	0
-0.209605968	-0.631650415	0.645365948	-0.836717131	0.984325497	2.097695524	0.348946353	0.192783019	0.790774487	-0.081580649	0.986254322	0.667696505	0.060749472	-0.607507834	0.138815988	-0.384858525	-0.400713619	-0.643047741	-1.232968138	-0.027630623	0.341288094	1.481659173	0.133685123	-0.66617523	-0.994226837	0.498190754	-0.32456122	-0.359589537	0
-3.002723972	1.133801133	-1.816581449	0.219567113	1.780227264	4.038541479	-1.45948612	2.253446922	0.493207413	0.320883323	-0.984069702	0.851119934	-0.170569968	0.533885402	-0.54101764	-0.618900433	0.634384595	-0.719175641	1.038194843	-0.38223615	-0.441576408	-1.220297905	-0.221109998	0.680558544	-0.722769369	-1.019613573	-0.075354621	0.006496897	0
-1.56113067	1.192122945	-1.003598865	-0.59966814	0.730301833	-0.688167942	0.50806377	0.297146362	0.13265807	0.712153272	0.899302639	1.202998164	0.766818596	0.491926426	-0.162326923	-0.214299802	-0.622130079	0.473300088	0.246299204	-0.083494294	0.252592266	1.489254927	0.418655672	0.757661042	-0.496052517	-0.233231611	0.775382046	0.311730416	0
-0.387202866	1.907693045	0.388064281	4.142750216	1.307119402	2.181870751	0.205829654	0.894265533	-2.340083412	1.281353094	-0.50094607	0.210756564	1.067625443	0.549343365	1.039180535	-1.162109822	1.192062811	-1.777308031	0.240041434	0.137171459	-0.073852386	-0.010355986	0.248974248	-0.371827103	-1.082883705	0.104030735	0.403389619	0.215282498	0
1.988341382	0.020694135	-1.752471304	1.222387832	0.487394007	-0.672545537	0.43584863	-0.160482468	0.2130283	0.471197911	0.151604694	0.02828123	-1.936917138	1.041020329	-1.01300037	-0.368567508	-0.402304985	0.146235735	0.197605476	-0.365318446	0.067160947	0.285980425	-0.043917806	-0.434583097	0.412344829	-0.482106113	-0.031572252	-0.07732766	0
2.030709206	-0.025594255	-1.430831415	0.13314372	0.350571239	-0.540941377	0.122521218	-0.171189145	0.235897635	0.15159201	1.155685135	1.27233043	0.556186843	0.564724982	0.06819403	-0.085131839	-0.744380743	0.300280014	-0.01577088	-0.174677625	0.305134878	1.005685935	0.026304751	0.756089757	0.257404797	-0.160700274	-0.021547646	-0.060821869	0
-0.496921773	0.716286051	-0.318392877	-0.183609259	0.919309706	0.317859481	1.183173259	-0.087190042	-0.377795484	-1.161962035	0.96743405	1.053732079	1.206142719	-1.598038162	-0.594099559	-0.218960879	0.932928642	0.755046097	1.542311832	0.198347766	-0.097251033	-0.078255101	-0.032560213	0.157531655	-0.307397133	0.000896605	0.086455566	0.210865414	0
1.879366153	-0.052144518	-1.960808804	0.990565483	1.299316413	0.895106194	0.305430962	0.178695032	0.028073126	0.305340212	0.683903159	0.847984794	-0.622445704	0.841297783	-0.416450044	-1.153601723	0.18240809	-1.168101279	-0.694319347	-0.346557801	0.141087642	0.648144988	-0.02566573	-1.634355784	0.295281892	-0.381130508	0.021929965	-0.086625246	0
1.658612072	-1.898267385	-1.499900998	-0.534116737	-0.897865084	-0.195875177	-0.412865052	-0.112956077	0.033803829	0.724858213	0.010478318	-0.098923213	-0.729057247	-0.207846965	-2.003118481	0.428721385	0.480995739	-0.845761389	1.183515044	0.429685641	0.637162734	1.521285662	-0.433419556	-0.354869341	0.362817579	0.278395721	-0.06894356	-0.04198798	0
1.990956816	-1.984951756	-1.014321349	-1.265569453	-1.371786281	0.034194631	-1.117903654	0.061932966	-0.828024185	1.486936105	0.019678081	-0.276683222	-0.989357985	-0.437502224	-2.63093969	-1.150289375	0.996947517	-0.176061436	0.830308986	-0.264834913	-0.416108947	-0.844352832	0.244993347	0.716249568	-0.264875361	-0.387468366	-0.015237137	-0.036681165	0
-1.42995617	-0.103944379	-1.597034887	-0.931096534	2.273441438	-1.465139844	1.035409027	-0.185441051	0.012495121	-1.058754526	-1.196302356	0.121668482	0.434626644	-1.111561956	-1.379839802	0.460134005	0.091873805	-0.30831855	-1.187205111	-0.701151144	-0.131307697	0.159357068	0.468892557	0.233064342	-0.149044498	0.199872538	-0.294163283	-0.326358067	0
-0.180495295	1.670530792	-3.91827279	-0.977264199	3.534246808	3.498884211	-1.780322203	-4.591310958	-1.111967384	-2.595222985	0.555673097	-0.012352254	-1.125275962	-1.339475622	-0.034104243	0.689352588	2.277560879	0.4633402	-1.174665073	1.220941615	-2.607687603	0.503722137	-0.2334211	0.506817088	1.15199125	0.76473505	-0.060527667	0.222216193	0
0.105528062	0.31475553	-0.346604035	1.054048204	1.439504145	0.301437162	0.389246895	-0.044314719	0.514244385	-0.104318741	-2.10480847	0.918704971	1.172629885	-0.571454146	-1.943262145	-1.086681113	-0.03950749	-0.621076941	1.093432055	-0.204537007	-0.126377695	0.134434837	0.222406128	0.049040598	-1.843489792	-1.043457288	0.392569105	0.348401812	0
-0.386009962	0.876294806	0.06343556	0.281113694	1.180373687	0.226488	0.759846184	0.301415274	-0.047837995	-0.922214461	-0.216296355	-1.190749028	-3.11714336	-0.51588821	-1.239670364	0.283483715	0.450859408	1.339439816	-0.050270294	-0.269120461	0.118132595	0.351401975	-0.374422676	0.053429326	0.157906885	-0.506208681	0.155634221	0.169392752	0
-0.134828597	0.736103885	-0.883982709	-0.198197623	2.112609545	4.11305975	-0.927089936	1.660241726	0.122217461	-1.039997349	-0.183720181	-0.027503104	-0.068616542	-1.016163344	0.952506876	0.86271607	0.292836603	0.915632887	-0.742581251	-0.155097165	0.134470278	0.277835752	0.195695864	0.548706691	-0.895491313	-0.786198386	0.111303933	0.070281259	0
2.326897257	-1.429873646	-1.261856812	-1.804828989	-0.901109512	-0.088953264	-1.254511225	0.038300307	-1.274713605	1.787649252	-0.015297403	-0.993368719	-0.864720581	0.01576389	-0.701350747	-0.194478557	0.130726246	0.704343456	0.382022307	-0.495206599	-0.179891139	-0.095364049	0.212932758	0.140164066	-0.147350403	-0.175849984	-0.006749572	-0.064669346	0
-0.33270861	0.8571091	0.323172172	0.130521582	1.09516952	-0.527455864	1.104913514	-0.102391945	-0.513378181	-0.446241196	-1.214017501	-0.712052665	-0.900731487	0.588285771	0.277032548	-0.054365638	-0.645350136	0.246107697	-0.740889616	-0.145153942	0.366845781	0.972335713	-0.245161808	0.656286955	0.020009576	-0.518916287	0.154837126	0.18329802	0
1.803338409	-0.712198329	-1.757654902	0.825333664	-0.060538344	-0.958516484	0.574576783	-0.568907166	-1.11277533	0.93676087	-0.984858751	0.8760784	1.698118435	0.093257963	-0.821834726	-2.276405564	0.016317897	0.542919162	-1.025895033	-0.240245934	-0.190638043	-0.173014175	-0.104213519	-0.068105148	0.346922584	-0.507804355	-0.011633543	-0.023605937	0
2.027343882	-0.142860861	-1.19075554	0.220329539	0.085143762	-0.619672364	0.051125332	-0.130740483	0.331997471	0.238389727	0.680969706	0.935177438	-0.161575454	0.497527597	-0.56723183	0.138015961	-0.590617352	-0.331412755	0.487866745	-0.214949613	-0.253591238	-0.641161254	0.293413735	-0.400699075	-0.307491742	0.204284939	-0.073687553	-0.073868566	0
-1.914173297	1.691579455	-0.79305033	1.0367109	1.075035346	-0.291248461	1.012861293	0.438447809	-1.389570497	-0.715248208	1.102212551	0.755685493	0.330396129	-0.62370819	-0.665513534	-0.353705699	1.359666025	0.743289249	0.961378626	-0.07676466	-0.013653842	0.141467853	-0.824867242	0.64883911	1.114200277	-0.270431105	-0.184876659	-0.421077154	0
-0.680925483	-0.267584532	-1.950699191	0.712923053	1.468630739	-0.172263248	2.004488228	-0.934874506	0.459738021	-0.750961093	-0.434664029	-0.381842543	0.899552354	-3.659410728	-0.007987354	0.31434831	1.709944818	0.736336238	0.557789473	-0.290741859	-0.423562313	-0.122751393	0.156969694	-0.119736375	-0.407341945	0.263113717	-0.538631081	-0.096029173	0
0.088730286	1.057188356	-0.912341108	-0.838858028	1.65756827	-0.606859217	1.348997755	-1.257330529	-0.689829995	-0.766000575	-1.533402649	-0.382145462	-0.453154838	0.925404236	-0.161475725	-0.692328189	-0.370636588	-0.218948401	0.108689165	-0.263754558	0.897536906	0.163869453	-0.945333343	0.108606678	2.791634905	0.372533546	-0.032370485	0.089721391	0
2.05204285	-0.049182051	-1.063597764	0.407966348	-0.09794612	-1.124741693	0.182743173	-0.319064006	0.514046519	0.059424597	-0.661506579	0.54945118	0.231057459	0.24727488	0.06875064	-0.171692946	-0.241424876	-0.979357834	0.072829336	-0.21813864	-0.280945678	-0.661890555	0.344197495	-0.008504118	-0.307956906	0.200405644	-0.066591303	-0.059993076	0
-0.384967206	0.241163498	1.224895913	-0.566247931	0.504945072	0.58962043	-0.025378255	0.330676222	0.059056562	-0.489930091	0.128469383	0.36608557	-0.074215267	-0.088781602	-0.376717807	0.338853374	-0.72781671	0.842785677	0.544120338	0.051678275	0.321835794	0.968626878	-0.21677281	0.287838248	-0.383944087	0.630498426	0.126616049	0.159472275	0
-10.16326401	-8.240320583	-2.655251832	2.428300651	0.022540305	-0.500389345	0.07367519	-1.548761505	1.300050267	-0.284942295	1.267045744	0.828385914	0.834210248	-1.438868714	1.153593271	2.497738401	0.13428711	1.193294348	0.70199695	-4.699813873	-0.119235693	-0.074468956	1.777811615	1.02223753	0.100677127	0.602533971	3.444602783	-4.987658794	0
-0.053236263	1.436178778	-2.746472293	-0.524058518	1.203551925	-0.740699656	1.424940879	-0.883771353	-0.385424407	-0.260720368	-1.956006513	-0.206697436	-0.25055195	1.165361798	-0.488942907	-0.849709273	-0.204994382	0.064340279	0.530974866	-0.339026036	1.237163689	1.332718878	0.048865123	0.092687741	-0.914080978	-0.122093297	0.499044333	0.319991018	0
-1.267799057	1.499567213	-1.083452977	-0.759522689	0.231892422	-0.798009054	0.515644076	0.233718917	0.811638437	0.707425392	-1.295465757	0.011367032	-0.449672205	0.147232239	-0.563519441	-0.104786037	-0.26674844	-0.677311345	-0.086956299	0.048072397	-0.253442458	-0.516384462	0.326089904	0.641364184	-0.502306508	0.117056222	0.06336474	0.263344089	0
-1.020439294	0.780517481	1.469770669	0.241148447	-0.486352636	-0.12394448	-0.085746918	0.426434683	-1.728641941	0.252404001	-1.210164128	0.223778888	1.377780326	-0.017870338	0.432857309	-1.809910233	0.234611025	1.447057722	-0.212019932	-0.194975473	-0.278980666	-0.274301473	-0.265387852	-0.114400524	0.603422668	-0.34568852	0.253130248	0.056288107	0
1.089232967	-0.303101554	-1.274062647	-1.910949416	0.689117863	0.68613797	-0.35469137	-0.761729351	-0.849563011	0.393459552	-0.120490859	0.073988629	1.019594701	0.0190422	0.470203962	0.074483435	0.712593139	-2.773557271	-1.277458456	-0.25493354	1.430190004	1.80434515	0.204464286	-0.266914407	-0.805499104	-0.115093026	0.422255396	0.418033831	0
-3.232200427	0.911656614	0.070396814	-1.823281051	-0.555462243	1.998671945	-1.405619623	-4.765296502	0.071023272	1.315264607	-0.34508919	0.031295518	-0.257576337	-0.261382863	0.117412473	-0.877732024	-0.458577666	2.114362607	0.483463263	-2.173241443	3.688436435	-2.949848812	0.685156348	-0.493898438	0.443551722	-0.156099205	-0.85539905	-0.436421444	0
0.034748758	1.343128962	1.061286697	2.73968544	1.000150771	0.731695207	0.377796151	-0.65189528	-2.002604025	0.848530672	0.613195919	0.512168777	0.067799976	0.414858431	-1.689364359	1.097040832	-0.98416469	-0.360851528	-1.344419596	-0.292099524	0.414314398	-1.472358913	-0.309036113	0.69124589	1.658871854	-0.147783307	-0.07358699	0.018804949	0
-1.961777686	0.33968651	-1.625496716	-0.317581658	1.368329332	-1.44929635	0.157277433	0.48306711	-0.565147372	-1.323318549	-1.113520179	0.358739186	0.691411905	-0.470284772	-0.421558681	0.494681355	0.761353923	-0.055146697	-0.068050631	-0.381387112	-0.033767407	-0.409150724	-0.472948039	0.474155556	-0.789038726	0.283210755	-0.182007098	-0.186308435	0
0.303125284	0.544929193	-0.570474446	-0.57973007	0.938726189	-0.553649762	1.016337999	-0.189167282	-2.099892625	0.689027536	0.532986677	0.106177167	-0.213274134	0.760917746	-1.000275015	-1.707467895	-0.501692922	1.508937536	-1.151574494	-0.626134281	-0.118874029	0.07565377	-0.13112698	0.64550531	0.109786103	-0.605491727	0.025772784	-0.009624255	0
-0.002353378	0.783564285	0.342775877	-0.675001544	0.368368307	-0.866159861	0.874405912	-0.035326037	-0.227266441	-0.225816079	0.76167578	0.564678787	-0.640532607	0.423640305	-1.050451107	0.101713346	-0.594065692	-0.216401946	0.174301233	-0.068033206	-0.20964306	-0.486486192	0.073326898	0.055591773	-0.550790215	0.116906481	0.240212017	0.086894613	0
-0.107761039	0.445060514	1.266747069	-0.199429542	-0.142997701	-0.322182519	0.338749036	-0.019089501	0.510996869	-0.783412868	-1.02568173	0.531556033	0.83053834	-0.382489427	0.210835939	-0.243514168	-0.422802961	0.25085436	0.032225558	-0.014059805	0.361713899	1.272159613	-0.050723319	0.037086957	-0.809373407	-0.272734062	0.276656819	0.241470855	0
1.993432629	-0.533529579	-0.675128728	0.159525195	-0.245583023	0.40309144	-0.761488872	0.199537463	1.343018095	0.006879363	-0.28063212	0.623022111	-0.181844934	0.019166626	-0.055486627	0.547182204	-1.064578714	1.007031117	0.395885465	-0.201135678	0.177240283	0.720068809	-0.019044889	-1.143046507	-0.011513278	-0.158975623	0.036508475	-0.058359164	0
-0.66182427	1.410861568	-4.423970535	-0.634542456	6.019007459	1.185204614	-2.924732273	-1.607183884	-0.558379836	-1.172082546	0.19859837	0.326091951	-0.795616026	-0.378901072	0.351644246	-0.645630213	2.194658616	0.595092735	-0.053357452	0.386857701	-0.815125433	1.226596297	-3.887362666	0.762193151	-2.03555181	-0.488253029	0.687411824	0.547576902	0
-0.741318915	1.452147825	-0.323894469	-0.679816959	0.011363391	-1.064196243	0.648201105	0.272551076	0.18905109	-0.029167318	-1.06353046	0.238463721	-0.053961481	0.314408375	-0.344576928	-0.041483854	-0.220862258	-0.792041695	-0.194152754	0.088614965	-0.281454712	-0.625524812	0.146532773	-0.102593314	-0.372212196	0.16018439	0.341735603	0.150058024	0
0.081352795	0.569784824	-0.068769701	-0.489562759	-0.156403385	-0.346960458	-0.619143395	-2.793969376	0.390039285	-1.369604453	-1.339335163	0.198661897	-1.221607815	0.662343743	-0.722237474	-0.410004021	0.046880824	-0.392892205	-0.356295673	0.420655167	-1.164592501	0.841183222	-0.194721667	0.022432789	0.785978441	0.210275586	0.09889442	0.273465568	0
1.93042791	-0.490192357	-1.10895114	0.618581633	-0.040423379	-0.075322241	-0.085126683	-0.046546059	1.523027633	-0.346646468	-1.691982961	0.560463768	-0.478966686	-0.219181893	-1.434919142	-0.885549256	0.1665902	-0.776682531	0.793581285	-0.160365649	-0.349024882	-0.741971319	0.197702076	0.462994826	0.038478502	-0.522854758	-5.09178E-05	-0.038212697	0
